,category_1,category_10,category_15,category_17,category_19,category_2,category_20,category_22,category_23,category_24,category_25,category_26,category_27,category_28,duration_Extended,duration_Long,duration_Medium,duration_Short,duration_Very Long,duration_Very Short,views_log,likes_log,comments_log,duration_seconds_log,views_norm,likes_norm,comments_norm,duration_seconds_norm,tag_count_norm,title_length_norm,title_word_count_norm,like_view_ratio_norm,comment_view_ratio_norm,engagement_score_norm,title_caps_count_norm,channel_trending_count_norm,title_has_number,title_has_question,title_has_exclamation,title_has_special,title_has_brackets,title_caps_count,clickbait_score,title_positive_words,title_negative_words,title_sentiment_score,title_is_emotional,title_uniqueness,title_char_count,title_word_count,title_emotion_ratio,title_caps_percentage,title_brackets_count,title_word_diversity,like_view_ratio,comment_view_ratio,engagement_score,channel_video_count,channel_avg_engagement,relative_engagement,publish_hour,publish_day,publish_month,publish_year,publish_dayofweek,publish_weekend,publish_quarter,publish_morning,publish_afternoon,publish_evening,publish_night,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,dayofweek_sin,dayofweek_cos,duration_seconds,duration_minutes,duration_log,duration_very_short,duration_short,duration_medium,duration_long,duration_very_long
13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,13.846825099546457,10.97628618381122,8.000349495324684,7.069023426578259,-0.21526401650606566,-0.028344671149413088,-0.1252147324580085,0.06560480353910408,-0.9803658817799418,0.2293786472897738,0.24985583949393253,0.2969572936115982,-0.017919440680867926,0.3826574102173002,-0.1891688678344534,-0.35182800590122726,0,0,0,1,1,1,0,0,0,0,0,0.4889177168279615,56,10,0,10.0,1,1.0,5.666746461796709,0.28891005990449786,7.111296761319198,4,4.83,1.4723181700453827,17.0,15.0,3.0,2025.0,5.0,1.0,1.0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.10116832198743272,-0.994869323391895,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1174,19.566666666666666,7.069023426578259,0,0,1,0,0
14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.256522397210913,6.76849321164863,4.430816798843313,7.275172319452771,-0.4784406421555465,-0.6931020719893555,-0.6665614664711855,0.22843943927715984,0.5669694570809423,0.1368872572535747,-0.222461437432216,-0.8978135792804778,-0.5224263439777633,-1.0517294962804393,-0.1891688678344534,-0.35182800590122726,1,0,0,1,0,1,0,0,0,0,0,0.6420868019460098,54,8,0,12.5,0,1.0,1.1230001809206276,0.10726008632498513,1.6593006125455532,1,1.11,1.4948654167077053,1.0,16.0,3.0,2025.0,6.0,1.0,1.0,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.10116832198743204,-0.9948693233918952,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1443,24.05,7.275172319452771,0,0,0,1,0
15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,11.733457609527935,7.340835554123275,6.805722553416985,6.113682179832232,-0.46540047690080244,-0.6853467036213681,-0.5135721720761572,-0.3720511133330681,-0.722476658636461,1.5242581077965611,0.722173116420081,-0.8681001059796868,1.1894522563060856,-0.3075448915652143,-0.6395709341069616,-0.35182800590122726,1,0,0,0,0,0,0,0,0,0,0,0.5971253935685498,84,12,0,0.0,0,1.0,1.2360334635406223,0.7234926567901631,4.8534967474914374,1,3.04,1.5965449827274465,3.0,16.0,3.0,2025.0,6.0,1.0,1.0,0,0,0,1,0.7071067811865475,0.7071067811865476,-0.10116832198743204,-0.9948693233918952,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,451,7.516666666666667,6.113682179832232,0,0,1,0,0
16,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,15.164190535093118,10.550276609117924,7.829630389150193,4.663439094112067,0.5624767414704515,-0.262425231577818,-0.21263718639802465,-0.5814964068846195,-0.7869489644223313,0.18313295227167425,0.24985583949393253,-0.9324442379859131,-0.6393852681451604,-1.1365588294604132,-0.6395709341069616,1.847097030981444,1,0,0,1,0,0,0,0,0,0,0,0.4374390152248568,55,10,0,0.0,0,1.0,0.9912686743835429,0.06523314684908066,1.317434408628946,7,1.2671428571428573,1.0396889357838355,16.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,105,1.75,4.663439094112067,0,1,0,0,0
17,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,12.001720180665396,8.840290669088972,5.869296913133774,6.618738983517219,-0.45482269721043356,-0.6234307046715878,-0.6161254353519454,-0.19226714748101398,-0.2711705181353699,0.5530985124164707,0.013697201030858266,-0.07927312761647189,-0.2190554527882205,-0.08775980105346394,-0.1891688678344534,-0.35182800590122726,1,0,1,1,1,1,0,0,0,0,1,0.7010330595238418,63,9,0,11.11111111111111,1,1.0,4.23592624851258,0.21651925365261232,5.318522516775642,2,3.615,1.4712372107263185,22.0,15.0,3.0,2025.0,5.0,1.0,1.0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.10116832198743272,-0.994869323391895,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,748,12.466666666666667,6.618738983517219,0,0,1,0,0
18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.217671739025183,11.823456989019654,8.573573524852344,3.4011973816621555,-0.348120058069016,0.8711857337232187,0.30591993355386604,-0.6275017314797579,2.2432494075135665,1.2930296327060633,0.9583317548831553,5.328763078891322,1.8509230364547136,2.3761467399466856,0.2612331984380548,-0.35182800590122726,0,0,0,1,1,2,0,0,0,0,1,0.5109716053113776,79,13,0,23.076923076923077,1,1.0,24.802635645947806,0.9616398605085837,29.610834948490723,5,10.0,2.9610834948490723,14.0,15.0,3.0,2025.0,5.0,1.0,1.0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.10116832198743272,-0.994869323391895,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,29,0.48333333333333334,3.4011973816621555,1,0,0,0,0
19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.178910048612348,9.465602553171852,5.3612921657094255,7.347299700743164,-0.35388612128700575,-0.5541748035163909,-0.642464251603104,0.293815426859725,1.7919432670124755,-0.2793239979093212,-0.222461437432216,-0.5516384677717034,-0.7091161231713282,-0.7741062240550705,1.1620373309830712,-0.35182800590122726,0,0,1,1,0,4,0,0,0,0,1,0.5576870193726469,45,8,0,50.0,0,1.0,2.4394853776411063,0.04006902456495813,2.6398305004658966,5,1.83,1.4425303281234407,13.0,15.0,3.0,2025.0,5.0,1.0,1.0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.10116832198743272,-0.994869323391895,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1551,25.85,7.347299700743164,0,0,0,1,0
20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,14.143042953016012,11.523726918664083,8.227375506834035,6.961296045910167,-0.11717393623561037,0.4634633987937154,0.016753355136889535,-0.007035182663746081,-0.5935320470647207,0.2293786472897738,0.24985583949393253,0.7225436346499206,-0.07153718976473397,0.7990923185553537,-0.6395709341069616,-0.35182800590122726,0,0,0,0,0,0,0,0,0,0,0,0.5538906434651424,56,10,0,0.0,0,1.0,7.285200632198446,0.2696140432809456,8.633270848603175,4,5.91,1.460790329712889,17.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1054,17.566666666666666,6.961296045910167,0,0,1,0,0
21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.14875795546359,10.691444787858716,9.15440473964588,5.616771097666572,-0.35821942354279024,-0.19560442376435527,1.084129213712215,-0.47919509298227214,0.6314417628668125,0.27562434230787336,-0.222461437432216,1.0594102775317216,4.295947957113291,2.3761467399466856,-0.6395709341069616,-0.35182800590122726,1,0,0,1,1,0,0,0,0,0,0,0.5093304184683292,57,8,0,12.5,1,1.0,8.566302797971062,1.8417443880850533,17.77502473839633,3,10.0,1.777502473839633,15.0,15.0,3.0,2025.0,5.0,1.0,1.0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.10116832198743272,-0.994869323391895,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,274,4.566666666666666,5.616771097666572,0,1,0,0,0
22,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.491995414481316,10.54056690082639,7.398174092970465,7.478169694159785,-0.3002505106169834,-0.2666837597441682,-0.3772080879389525,0.42517273524321236,1.598526349654865,0.9693097675793666,0.722173116420081,0.1811799281749759,-0.19405235736051088,0.18986347117190508,2.513243529800596,-0.35182800590122726,1,0,0,0,0,7,1,0,0,0,1,0.5457918764244888,72,12,0,58.333333333333336,0,1.0,5.22636815920398,0.2255389718076285,6.354063018242123,5,4.337999999999999,1.4647448174832007,16.0,15.0,3.0,2025.0,5.0,1.0,1.0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.10116832198743272,-0.994869323391895,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1768,29.466666666666665,7.478169694159785,0,0,0,1,0
23,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13.566043564980548,8.88016824790345,6.380122536899765,6.523562306149512,-0.2849150600948419,-0.6201877604581884,-0.5720406081514244,-0.23342980632929575,0.3735525397233318,0.6455899024526697,0.9583317548831553,-0.9505878632757767,-0.6104928023175848,-1.144270587022229,-0.1891688678344534,-0.35182800590122726,1,0,1,1,0,1,1,0,0,0,1,0.5989124871653096,65,13,0,7.6923076923076925,0,1.0,0.9223385073439295,0.07558889395096346,1.300282977098747,3,0.87,1.494578134596261,18.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,680,11.333333333333334,6.523562306149512,0,0,1,0,0
24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,14.959246296614191,12.348812757448316,9.824660771990157,5.176149732573829,0.36563314311678763,1.9591415840484252,2.7705606542473986,-0.5385177483812664,-0.722476658636461,0.27562434230787336,0.013697201030858266,0.7396354555751545,0.8155170735761179,1.1846801966461438,-0.6395709341069616,-0.35182800590122726,0,0,0,1,1,0,1,0,0,0,0,0.5031820573079232,57,9,0,0.0,1,1.0,7.350237536124291,0.5889175298792086,10.294825185520333,7,6.910000000000001,1.4898444552127832,4.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,176,2.933333333333333,5.176149732573829,0,1,0,0,0
25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,13.924012434377774,9.840760722627824,7.617267813628347,5.863631175598097,-0.1924333180095855,-0.4863614932034537,-0.3024880418363746,-0.4325844351687766,-0.14222590656362957,-1.2504835932894118,-0.9309373528214387,-0.749982475831763,-0.3140672154135169,-0.8126650118641495,0.711635264710563,-0.35182800590122726,0,0,0,0,0,3,0,0,0,0,1,0.5016001884004073,24,5,0,60.0,0,1.0,1.6851694679554927,0.18230657290558278,2.5967023324834066,4,1.73,1.500984007215842,15.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,351,5.85,5.863631175598097,0,0,1,0,0
26,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13.615139484277702,10.438839921478715,7.312553498102598,7.437206366871292,-0.27410289879980126,-0.3088997381520519,-0.4022393033833161,0.38219407673985933,-0.7869489644223313,0.3681157323440724,0.013697201030858266,-0.09557609526823346,-0.31212253021358394,-0.14174210398617446,-0.6395709341069616,-0.35182800590122726,0,0,1,0,0,0,2,1,0,1,1,0.5892623424705271,59,9,1,0.0,0,1.0,4.173865444157443,0.18303426332985512,5.089036760806719,4,3.47,1.4665811990797462,21.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1697,28.283333333333335,7.437206366871292,0,0,0,1,0
27,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13.578648334509126,9.392995206560258,7.586803535162581,6.643789733147672,-0.28218961564710576,-0.564607620487612,-0.3138828488670177,-0.18076581633222938,-0.20669821234949973,1.4780124127784615,0.722173116420081,-0.7931327498906996,-0.12654399970569508,-0.7818179816168862,-0.1891688678344534,-0.35182800590122726,1,0,1,1,0,1,0,0,0,0,1,0.6166882958998509,83,12,0,0.0,0,1.0,1.521101914968844,0.2497785448974083,2.7699946394558856,3,1.8099999999999998,1.5303837787049093,23.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,767,12.783333333333333,6.643789733147672,0,0,1,0,0
28,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.202246022922827,11.764096549644597,8.871365005136852,5.318119993844216,-0.09383862793142511,0.7804525401084615,0.6486981450494422,-0.5221737514856252,-0.33564282392124006,-0.1405869128550226,-0.222461437432216,1.1030338635547416,0.5238142935861729,1.4353123174051572,-0.6395709341069616,1.847097030981444,0,0,0,1,1,0,1,0,0,0,0,0.3953818217789887,48,8,0,0.0,1,1.0,8.732167432205335,0.48391281961409244,11.151731530275798,9,7.064444444444444,1.5785716227191284,4.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,203,3.3833333333333333,5.318119993844216,0,1,0,0,0
29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.564760562079409,8.325548307161398,6.208590026096629,5.5053315359323625,-0.42083598581770604,-0.6555023842767023,-0.5894130188702738,-0.4967497563146276,-0.9158935759940716,1.847977972923258,1.9029663087354522,-0.8140373616377162,-0.3390703108412264,-0.8897825874823074,-0.6395709341069616,-0.35182800590122726,1,0,1,1,0,0,0,0,0,0,1,0.4754893071514983,91,17,0,5.88235294117647,0,1.0,1.441550321528246,0.1732515045985001,2.3078078445207466,5,1.53,1.5083711402096383,6.0,16.0,3.0,2025.0,6.0,1.0,1.0,1,0,0,0,1.0,6.123233995736766e-17,-0.10116832198743204,-0.9948693233918952,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,245,4.083333333333333,5.5053315359323625,0,1,0,0,0
30,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.757644740964642,10.102830093664386,7.243512974665482,8.134760782418645,-0.40404157874224894,-0.4214102831215593,-0.4209193149089606,1.4191298797855452,0.5669694570809423,-0.1405869128550226,0.24985583949393253,0.6556751721685827,0.2982308103939487,0.8839216517353273,0.711635264710563,-0.35182800590122726,1,1,0,1,0,3,0,0,0,0,0,0.5347184833073595,48,10,0,30.0,0,1.0,7.030919224067167,0.40265556819654663,9.0441970650499,3,6.13,1.475399194951044,22.0,14.0,3.0,2025.0,4.0,0.0,1.0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,3410,56.833333333333336,8.134760782418645,0,0,0,1,0
